Gene stable ID,Human gene stable ID,Human gene name,"Human orthology confidence [0 low, 1 high]",Gene name
ENSMUSG00000083723,,,,Rpl23a-ps14
ENSMUSG00000085811,,,,Cep112it
ENSMUSG00000040026,,,,Saa3
ENSMUSG00000026841,ENSG00000130720,FIBCD1,1,Fibcd1
ENSMUSG00000070939,ENSG00000135966,TGFBRAP1,1,Tgfbrap1
ENSMUSG00000034156,ENSG00000005379,TSPOAP1,1,Tspoap1
ENSMUSG00000040017,ENSG00000255071,SAA2-SAA4,0,Saa4
ENSMUSG00000040017,ENSG00000148965,SAA4,1,Saa4
ENSMUSG00000085845,,,,Gm13944
ENSMUSG00000109624,,,,Saa-ps
ENSMUSG00000087102,,,,Gm13661
ENSMUSG00000086356,,,,Gm13441
ENSMUSG00000030967,ENSG00000019995,ZRANB1,1,Zranb1
ENSMUSG00000087353,,,,Gm13727
ENSMUSG00000017950,ENSG00000101076,HNF4A,1,Hnf4a
ENSMUSG00000005442,ENSG00000079432,CIC,1,Cic
ENSMUSG00000104352,,,,Gm7182
ENSMUSG00000104046,,,,Gm37567
ENSMUSG00000102907,,,,Gm38264
ENSMUSG00000100269,,,,Gm28782
ENSMUSG00000041878,,,,8430432A02Rik
ENSMUSG00000010290,ENSG00000135974,C2orf49,1,AI597479
ENSMUSG00000038179,ENSG00000026751,SLAMF7,0,Slamf7
ENSMUSG00000004113,ENSG00000148408,CACNA1B,1,Cacna1b
ENSMUSG00000103219,,,,Gm37787
ENSMUSG00000025905,ENSG00000082556,OPRK1,1,Oprk1
ENSMUSG00000000142,ENSG00000168646,AXIN2,1,Axin2
ENSMUSG00000098316,,,,Mir7683
ENSMUSG00000103936,,,,Gm36965
ENSMUSG00000103083,,,,A630035G10Rik
ENSMUSG00002076544,,,,
ENSMUSG00000103137,,,,Gm37981
ENSMUSG00000103519,,,,Gm37429
ENSMUSG00000033774,ENSG00000288611,NPBWR1,1,Npbwr1
ENSMUSG00000103090,,,,Gm19214
ENSMUSG00000008136,ENSG00000115641,FHL2,1,Fhl2
ENSMUSG00000086268,,,,Gm11670
ENSMUSG00000081392,,,,Gm11668
ENSMUSG00000119031,,,,Gm24149
ENSMUSG00000078605,,,,E030025P04Rik
ENSMUSG00000081524,,,,Gm11658
ENSMUSG00000060216,ENSG00000141480,ARRB2,1,Arrb2
ENSMUSG00000094497,,,,Gm8210
ENSMUSG00000099576,,,,Gm29040
ENSMUSG00000015355,ENSG00000117091,CD48,0,Cd48
ENSMUSG00000099694,,,,Gm29610
ENSMUSG00000103883,,,,Gm37010
ENSMUSG00000101923,,,,Gm29041
ENSMUSG00000059058,,,,Tma7-ps
ENSMUSG00000104224,,,,Gm37693
ENSMUSG00000104440,,,,Gm19030
ENSMUSG00002075752,ENSG00000212226,RNU6-907P,0,U6
ENSMUSG00000119062,,,,Gm22950
ENSMUSG00000085663,,,,Gm15718
ENSMUSG00000056268,ENSG00000213047,DENND1B,1,Dennd1b
ENSMUSG00000074115,,,,Saa1
ENSMUSG00000030963,ENSG00000169344,UMOD,1,Umod
ENSMUSG00000051314,ENSG00000126262,FFAR2,1,Ffar2
ENSMUSG00000109254,,,,Gm44588
ENSMUSG00000019429,ENSG00000126251,GPR42,1,Ffar3
ENSMUSG00000019429,ENSG00000185897,FFAR3,1,Ffar3
ENSMUSG00000057465,,,,Saa2
ENSMUSG00000044453,ENSG00000126266,FFAR1,1,Ffar1
ENSMUSG00000030968,ENSG00000169340,PDILT,1,Pdilt
ENSMUSG00000103258,,,,Gm37518
ENSMUSG00000098014,,,,Gm26967
ENSMUSG00000099109,,,,Mir7115
ENSMUSG00000018923,ENSG00000161920,MED11,1,Med11
ENSMUSG00000005447,ENSG00000079462,PAFAH1B3,1,Pafah1b3
ENSMUSG00000066877,ENSG00000071051,NCK2,1,Nck2
ENSMUSG00000018920,ENSG00000161921,CXCL16,0,Cxcl16
ENSMUSG00000103422,,,,Gm37536
ENSMUSG00000103945,,,,Gm38228
ENSMUSG00000009073,ENSG00000186575,NF2,1,Nf2
ENSMUSG00000104436,,,,Gm37423
ENSMUSG00000104900,,,,4930596I21Rik
ENSMUSG00000026051,ENSG00000119147,ECRG4,1,Ecrg4
ENSMUSG00000058741,ENSG00000188368,PRR19,1,Prr19
ENSMUSG00000032875,ENSG00000110237,ARHGEF17,1,Arhgef17
ENSMUSG00000102626,,,,Gm18553
ENSMUSG00000015316,ENSG00000117090,SLAMF1,1,Slamf1
ENSMUSG00000085361,,,,Gm16305
ENSMUSG00000088408,,,,Gm25881
ENSMUSG00000083973,,,,Gm13459
ENSMUSG00000102157,,,,Gm37470
ENSMUSG00000105936,,,,Gm43544
ENSMUSG00000017679,ENSG00000124120,TTPAL,1,Ttpal
ENSMUSG00000102451,,,,Gm37655
ENSMUSG00000085481,,,,Gm16304
ENSMUSG00000102243,,,,Gm37718
ENSMUSG00000039354,ENSG00000138375,SMARCAL1,1,Smarcal1
ENSMUSG00000027198,ENSG00000151348,EXT2,1,Ext2
ENSMUSG00000093296,,,,Mir3102
ENSMUSG00000048779,ENSG00000171631,P2RY6,1,P2ry6
ENSMUSG00000109132,,,,Gm44545
ENSMUSG00000032860,ENSG00000175591,P2RY2,1,P2ry2
ENSMUSG00000108895,,,,Gm45070
ENSMUSG00000109171,,,,Gm5735
ENSMUSG00000043843,ENSG00000167619,TMEM145,1,Tmem145
ENSMUSG00000081353,,,,Gm13818
ENSMUSG00000026840,ENSG00000050555,LAMC3,1,Lamc3
ENSMUSG00000045039,ENSG00000105429,MEGF8,1,Megf8
ENSMUSG00000110712,,,,Gm39662
ENSMUSG00000063681,ENSG00000134376,CRB1,1,Crb1
ENSMUSG00000063651,ENSG00000105427,CNFN,1,Cnfn
ENSMUSG00000053714,,,,4732471J01Rik
ENSMUSG00000017707,ENSG00000132824,SERINC3,1,Serinc3
ENSMUSG00000030970,ENSG00000175029,CTBP2,1,Ctbp2
ENSMUSG00000103844,,,,4933436E23Rik
ENSMUSG00000102661,,,,Gm34816
ENSMUSG00000025907,ENSG00000023287,RB1CC1,1,Rb1cc1
ENSMUSG00000058812,,,,0610039K10Rik
ENSMUSG00000001864,ENSG00000126878,AIF1L,1,Aif1l
ENSMUSG00000085737,,,,Gm13442
ENSMUSG00000035268,ENSG00000168734,PKIG,1,Pkig
ENSMUSG00000009350,ENSG00000005381,MPO,1,Mpo
ENSMUSG00000110282,,,,B930086L07Rik
ENSMUSG00000087129,,,,Gm16316
ENSMUSG00000109816,,,,4930483O08Rik
ENSMUSG00000017697,ENSG00000196839,ADA,1,Ada
ENSMUSG00000109619,,,,Gm45672
ENSMUSG00000030976,ENSG00000175018,TEX36,1,Tex36
ENSMUSG00000110026,,,,Gm35625
ENSMUSG00000109917,,,,Gm45671
ENSMUSG00000101546,,,,Gm28747
ENSMUSG00000030691,ENSG00000137478,FCHSD2,1,Fchsd2
ENSMUSG00000027365,ENSG00000092439,TRPM7,1,Trpm7
ENSMUSG00000085872,,,,Gm11505
ENSMUSG00000033964,ENSG00000177888,ZBTB41,1,Zbtb41
ENSMUSG00000020599,ENSG00000108370,RGS9,1,Rgs9
ENSMUSG00002076031,,,,5S_rRNA
ENSMUSG00002076751,,,,
ENSMUSG00000106969,,,,Gm42882
ENSMUSG00000072576,,,,Gm16020
ENSMUSG00000106802,,,,Gm42885
ENSMUSG00000107276,,,,Gm42858
ENSMUSG00000029126,ENSG00000168824,NSG1,1,Nsg1
ENSMUSG00000090031,,,,4732440D04Rik
ENSMUSG00000029127,ENSG00000168826,ZBTB49,1,Zbtb49
ENSMUSG00000039342,ENSG00000151687,ANKAR,1,Ankar
ENSMUSG00000003123,ENSG00000079435,LIPE,1,Lipe
ENSMUSG00000067367,ENSG00000145220,LYAR,1,Lyar
ENSMUSG00000040829,ENSG00000141497,ZMYND15,1,Zmynd15
ENSMUSG00000087247,ENSG00000196711,ALKAL1,1,Alkal1
ENSMUSG00000103355,,,,Gm2147
ENSMUSG00000102706,,,,Gm7417
ENSMUSG00000110487,,,,Gm18035
ENSMUSG00000103845,,,,Gm19026
ENSMUSG00000110596,,,,Gm45859
ENSMUSG00000046330,ENSG00000197756,RPL37A,1,Rpl37a
ENSMUSG00000099630,,,,1700096J18Rik
ENSMUSG00000083121,,,,Gm6341
ENSMUSG00000039323,ENSG00000115457,IGFBP2,1,Igfbp2
ENSMUSG00000034285,ENSG00000184117,NIPSNAP1,1,Nipsnap1
ENSMUSG00000030972,ENSG00000183549,ACSM5,1,Acsm5
ENSMUSG00000026185,ENSG00000115461,IGFBP5,1,Igfbp5
ENSMUSG00000067365,ENSG00000132406,TMEM128,1,Tmem128
ENSMUSG00000101968,,,,1700027A15Rik
ENSMUSG00000097029,,,,Gm26560
ENSMUSG00000039358,ENSG00000169676,DRD5,1,Drd5
ENSMUSG00000106932,,,,4930487D11Rik
ENSMUSG00000040272,ENSG00000110455,ACCS,1,Accs
ENSMUSG00000026182,ENSG00000118245,TNP1,1,Tnp1
ENSMUSG00000005107,ENSG00000109667,SLC2A9,1,Slc2a9
ENSMUSG00000102266,,,,Gm38106
ENSMUSG00000101112,,,,Gm29185
ENSMUSG00000100697,,,,Gm29184
ENSMUSG00000056687,,,,Gm11696
ENSMUSG00000026556,ENSG00000162738,VANGL2,1,Vangl2
ENSMUSG00000098296,,,,Mir6918
ENSMUSG00000018919,ENSG00000142484,TM4SF5,1,Tm4sf5
ENSMUSG00000009356,ENSG00000167419,LPO,1,Lpo
ENSMUSG00000020611,ENSG00000120063,GNA13,1,Gna13
ENSMUSG00000020830,ENSG00000182853,VMO1,1,Vmo1
ENSMUSG00000099877,,,,Pinc
ENSMUSG00000081690,,,,Gm12317
ENSMUSG00000045065,,,,9930022D16Rik
ENSMUSG00002076669,,,,
ENSMUSG00000101812,,,,D530049I02Rik
ENSMUSG00000046811,ENSG00000182327,GLTPD2,1,Gltpd2
ENSMUSG00000100044,,,,Gm9553
ENSMUSG00000051251,ENSG00000171786,NHLH1,1,Nhlh1
ENSMUSG00000100444,,,,C530043A13Rik
ENSMUSG00000018286,ENSG00000142507,PSMB6,1,Psmb6
ENSMUSG00000100429,,,,Gm29186
ENSMUSG00000027656,ENSG00000064205,CCN5,1,Ccn5
ENSMUSG00000033952,ENSG00000066279,ASPM,1,Aspm
ENSMUSG00000111425,,,,Gm47324
ENSMUSG00000039990,ENSG00000107938,EDRF1,1,Edrf1
ENSMUSG00000035238,ENSG00000124249,KCNK15,1,Kcnk15
ENSMUSG00000109833,ENSG00000262165,C17orf114,1,Gm40193
ENSMUSG00000081894,,,,Gm14212
ENSMUSG00000072768,,,,Gm10418
ENSMUSG00000089646,,,,Gm15796
ENSMUSG00000035226,ENSG00000101098,RIMS4,1,Rims4
ENSMUSG00000064419,,,,Gm22249
ENSMUSG00000051596,ENSG00000163982,OTOP1,1,Otop1
ENSMUSG00000020610,ENSG00000196704,AMZ2,1,Amz2
ENSMUSG00000075023,ENSG00000205126,ACCSL,1,Accsl
ENSMUSG00000105387,,,,Gm29681
ENSMUSG00002076379,,,,5S_rRNA
ENSMUSG00000105470,,,,Gm42589
ENSMUSG00000105584,,,,Gm42588
ENSMUSG00000104987,,,,2810432F15Rik
ENSMUSG00000105500,,,,Gm42591
ENSMUSG00000105289,,,,Gm43483
ENSMUSG00000105726,,,,Gm42443
ENSMUSG00000106557,,,,Gm42442
ENSMUSG00000105773,,,,4930563F08Rik
ENSMUSG00000106570,,,,C230071H17Rik
ENSMUSG00000106516,,,,Gm42441
ENSMUSG00000105720,,,,Gm42440
ENSMUSG00000106395,,,,Gm42439
ENSMUSG00000106356,,,,Gm42438
ENSMUSG00000106386,,,,Gm42991
ENSMUSG00000106320,,,,Gm42992
ENSMUSG00000034121,ENSG00000011143,MKS1,1,Mks1
ENSMUSG00000104936,,,,2610011E03Rik
ENSMUSG00000105985,,,,Gm42993
ENSMUSG00000105495,,,,Gm42995
ENSMUSG00000106045,,,,Gm42996
ENSMUSG00000104994,,,,Gm42989
ENSMUSG00000106049,,,,Gm43019
ENSMUSG00000106450,,,,Gm43018
ENSMUSG00000105624,,,,Gm43187
ENSMUSG00000106384,,,,Gm43188
ENSMUSG00000105598,,,,Gm43186
ENSMUSG00000100420,,,,Gm28616
ENSMUSG00000105809,,,,Gm42626
ENSMUSG00000029447,ENSG00000146731,CCT6A,1,Cct6a
ENSMUSG00000001855,ENSG00000126883,NUP214,1,Nup214
ENSMUSG00000029673,ENSG00000158321,AUTS2,1,Auts2
ENSMUSG00000100301,,,,6030407O03Rik
ENSMUSG00000085326,,,,Gm15642
ENSMUSG00000052234,ENSG00000121053,EPX,1,Epx
ENSMUSG00000004415,ENSG00000160963,COL26A1,1,Col26a1
ENSMUSG00000101344,,,,Gm29183
ENSMUSG00002076885,,,,5S_rRNA
ENSMUSG00000098504,,,,Mir6351
ENSMUSG00000026368,ENSG00000143278,F13B,1,F13b
ENSMUSG00000030981,ENSG00000154485,MMP21,1,Mmp21
ENSMUSG00000093839,ENSG00000255713,OR4D2,1,Olfr462
ENSMUSG00000041920,ENSG00000108932,SLC16A6,1,Slc16a6
ENSMUSG00000057037,ENSG00000080910,CFHR2,0,Cfhr1
ENSMUSG00000057037,ENSG00000244414,CFHR1,1,Cfhr1
ENSMUSG00000030577,ENSG00000012124,CD22,1,Cd22
ENSMUSG00000090623,,,,Cfhr3
ENSMUSG00000119797,,,,Gm26271
ENSMUSG00000003458,ENSG00000162736,NCSTN,1,Ncstn
ENSMUSG00000093920,ENSG00000255713,OR4D2,1,Olfr463
ENSMUSG00000092402,,,,Gm20485
ENSMUSG00000104707,,,,Gm43649
ENSMUSG00000007987,ENSG00000128581,IFT22,1,Ift22
ENSMUSG00002076680,,,,mmu-mir-1194
ENSMUSG00000034274,ENSG00000100296,THOC5,1,Thoc5
ENSMUSG00000083009,,,,Gm1335
ENSMUSG00000018326,ENSG00000166913,YWHAB,1,Ywhab
ENSMUSG00000097908,,,,4933404O12Rik
ENSMUSG00000019054,ENSG00000214253,FIS1,1,Fis1
ENSMUSG00000070594,,,,Cfhr4
ENSMUSG00000087006,ENSG00000187479,C11orf96,0,Gm13889
ENSMUSG00000098004,ENSG00000166199,ALKBH3,0,Gm27027
ENSMUSG00000027196,,,,Alkbh3os1
ENSMUSG00000001739,ENSG00000106404,CLDN15,1,Cldn15
ENSMUSG00000081480,,,,Gm13608
ENSMUSG00000086192,,,,Gm13609
ENSMUSG00000027366,ENSG00000138600,SPPL2A,1,Sppl2a
ENSMUSG00000059518,ENSG00000106400,ZNHIT1,1,Znhit1
ENSMUSG00000060787,ENSG00000141194,OR4D1,1,Olfr464
ENSMUSG00000054582,ENSG00000101104,PABPC1L,1,Pabpc1l
ENSMUSG00000004846,ENSG00000106397,PLOD3,1,Plod3
ENSMUSG00000083135,,,,Gm11504
ENSMUSG00000044639,,,,Gm11507
ENSMUSG00000084381,,,,AA413626
ENSMUSG00000020396,ENSG00000100285,NEFH,1,Nefh
ENSMUSG00000119360,,,,Gm25619
ENSMUSG00000098896,,,,Mir3473g
ENSMUSG00000033898,,,,Cfhr2
ENSMUSG00000020483,ENSG00000264364,DYNLL2,1,Dynll2
ENSMUSG00000027014,ENSG00000163510,CWC22,1,Cwc22
ENSMUSG00000089991,,,,Gm16332
ENSMUSG00000086193,,,,Gm11508
ENSMUSG00000020604,ENSG00000141337,ARSG,1,Arsg
ENSMUSG00000104496,,,,Gm5837
ENSMUSG00000085867,,,,Gm5834
ENSMUSG00000076240,,,,Mir702
ENSMUSG00000087244,,,,Gm7284
ENSMUSG00000102905,,,,Gm38266
ENSMUSG00000087930,ENSG00000201457,SNORA55,0,Gm26048
ENSMUSG00000103691,,,,Gm38019
ENSMUSG00000026553,ENSG00000122218,COPA,1,Copa
ENSMUSG00000098131,,,,Gm26989
ENSMUSG00000037428,ENSG00000128564,VGF,1,Vgf
ENSMUSG00000004849,ENSG00000106367,AP1S1,1,Ap1s1
ENSMUSG00000088106,ENSG00000200250,RNU6-1147P,0,Gm22378
ENSMUSG00000037411,ENSG00000106366,SERPINE1,1,Serpine1
ENSMUSG00000020828,ENSG00000129219,PLD2,1,Pld2
ENSMUSG00000043279,ENSG00000169871,TRIM56,1,Trim56
ENSMUSG00000037390,ENSG00000169876,MUC17,0,Muc3
ENSMUSG00000101029,,,,Gm29439
ENSMUSG00000100029,,,,D7Ertd128e
ENSMUSG00000030945,ENSG00000066813,ACSM2B,1,Acsm2
ENSMUSG00000030945,ENSG00000183747,ACSM2A,1,Acsm2
ENSMUSG00000106466,,,,Gm40348
ENSMUSG00000118522,,,,Gm31160
ENSMUSG00000106190,,,,Gm20768
ENSMUSG00000094840,ENSG00000169894,MUC3A,0,Muc3a
ENSMUSG00000105736,,,,Gm42456
ENSMUSG00000023328,ENSG00000087085,ACHE,1,Ache
ENSMUSG00000099145,,,,Mir8116
ENSMUSG00000051502,ENSG00000176125,UFSP1,0,Ufsp1
ENSMUSG00000102779,,,,Gm38164
ENSMUSG00000103380,,,,Gm37756
ENSMUSG00000003464,ENSG00000162735,PEX19,1,Pex19
ENSMUSG00000037364,ENSG00000087087,SRRT,1,Srrt
ENSMUSG00000050592,ENSG00000126882,FAM78A,1,Fam78a
ENSMUSG00000018379,ENSG00000136450,SRSF1,1,Srsf1
ENSMUSG00000081719,,,,Gm13726
ENSMUSG00000090157,,,,Gm16534
ENSMUSG00000099075,,,,Mir7674
ENSMUSG00000085431,,,,4930440I19Rik
ENSMUSG00000089803,,,,Gm10171
ENSMUSG00000054510,,,,Gm14461
ENSMUSG00000082701,,,,Gm14460
ENSMUSG00002075043,,,,7SK
ENSMUSG00000082046,,,,Gm14464
ENSMUSG00000055322,ENSG00000079308,TNS1,1,Tns1
ENSMUSG00000051373,ENSG00000160539,PLPP7,1,Plpp7
ENSMUSG00000084239,,,,Gm14463
ENSMUSG00000084101,,,,Gm17014
ENSMUSG00000087373,,,,Gm15892
ENSMUSG00000018322,ENSG00000025772,TOMM34,1,Tomm34
ENSMUSG00000018377,ENSG00000136451,VEZF1,1,Vezf1
ENSMUSG00000047767,ENSG00000168010,ATG16L2,1,Atg16l2
ENSMUSG00000018378,ENSG00000180891,CUEDC1,1,Cuedc1
ENSMUSG00000027011,ENSG00000170035,UBE2E3,1,Ube2e3
ENSMUSG00000102286,,,,Gm37004
ENSMUSG00000083950,,,,Gm14466
ENSMUSG00000080984,,,,Gm14469
ENSMUSG00000083691,,,,Gm14465
ENSMUSG00000018209,ENSG00000101109,STK4,1,Stk4
ENSMUSG00000009090,ENSG00000100280,AP1B1,1,Ap1b1
ENSMUSG00000098624,,,,Mir7036
ENSMUSG00000106058,,,,Gm43013
ENSMUSG00000085538,,,,Gm11455
ENSMUSG00002076528,,,,5S_rRNA
ENSMUSG00000023348,ENSG00000087077,TRIP6,1,Trip6
ENSMUSG00000040164,ENSG00000124134,KCNS1,1,Kcns1
ENSMUSG00000040174,ENSG00000166199,ALKBH3,1,Alkbh3
ENSMUSG00000037344,ENSG00000146828,SLC12A9,1,Slc12a9
ENSMUSG00000105802,,,,Gm43012
ENSMUSG00000029710,ENSG00000196411,EPHB4,1,Ephb4
ENSMUSG00000109478,,,,Gm39078
ENSMUSG00000030979,ENSG00000188690,UROS,1,Uros
ENSMUSG00000040154,ENSG00000175121,WFDC5,0,Wfdc5
ENSMUSG00000085649,,,,A730032A03Rik
ENSMUSG00000042845,ENSG00000168703,WFDC12,0,Wfdc12
ENSMUSG00000001998,ENSG00000081014,AP4E1,1,Ap4e1
ENSMUSG00002076930,,,,
ENSMUSG00000088634,ENSG00000239127,SNORD125,1,Gm24958
ENSMUSG00000041895,ENSG00000070540,WIPI1,1,Wipi1
ENSMUSG00000030983,ENSG00000107949,BCCIP,1,Bccip
ENSMUSG00000014418,ENSG00000110756,HPS5,1,Hps5
ENSMUSG00000026365,,,,Cfh
ENSMUSG00000086733,,,,Gm11685
ENSMUSG00000023723,ENSG00000181610,MRPS23,1,Mrps23
ENSMUSG00000079173,ENSG00000146839,ZAN,0,Zan
ENSMUSG00000051769,,,,Wfdc15a
ENSMUSG00002076437,,,,
ENSMUSG00000018211,,,,Wfdc15b
ENSMUSG00000040132,ENSG00000124233,SEMG1,0,Svs2
ENSMUSG00000040132,ENSG00000124157,SEMG2,0,Svs2
ENSMUSG00000108634,,,,Gm38534
ENSMUSG00000034031,ENSG00000166329,CCDC182,1,Ccdc182
ENSMUSG00000081304,,,,Gm11509
ENSMUSG00000020612,ENSG00000108946,PRKAR1A,1,Prkar1a
ENSMUSG00000027195,ENSG00000149084,HSD17B12,1,Hsd17b12
ENSMUSG00000034201,ENSG00000185340,GAS2L1,1,Gas2l1
ENSMUSG00000050383,ENSG00000124233,SEMG1,0,Svs3b
ENSMUSG00000050383,ENSG00000124157,SEMG2,0,Svs3b
ENSMUSG00000016998,,,,Svs4
ENSMUSG00000075020,,,,Mir670hg
ENSMUSG00002075240,,,,
ENSMUSG00000065511,,,,Mir129-2
ENSMUSG00000106336,ENSG00000199077,MIR129-2,0,Mir129b
ENSMUSG00000076335,,,,Mir670
ENSMUSG00000017003,ENSG00000124233,SEMG1,0,Svs3a
ENSMUSG00000017003,ENSG00000124157,SEMG2,0,Svs3a
ENSMUSG00000027009,ENSG00000115232,ITGA4,1,Itga4
ENSMUSG00000106476,,,,Rpl36-ps9
ENSMUSG00000029711,ENSG00000130427,EPO,1,Epo
ENSMUSG00000034209,ENSG00000100276,RASL10A,1,Rasl10a
ENSMUSG00000020614,ENSG00000108950,FAM20A,1,Fam20a
ENSMUSG00000029715,ENSG00000172336,POP7,1,Pop7
ENSMUSG00000105851,,,,9130604C24Rik
ENSMUSG00000106237,,,,Gm8066
ENSMUSG00000029714,ENSG00000146830,GIGYF1,1,Gigyf1
ENSMUSG00000026554,ENSG00000132716,DCAF8,1,Dcaf8
ENSMUSG00000085734,,,,Gm11684
ENSMUSG00000020617,,,,1700012B07Rik
ENSMUSG00000029713,ENSG00000172354,GNB2,1,Gnb2
ENSMUSG00000087139,,,,Gm11683
ENSMUSG00000087393,,,,1700023C21Rik
ENSMUSG00000069769,ENSG00000153944,MSI2,1,Msi2
ENSMUSG00000017000,,,,Svs6
ENSMUSG00000017004,,,,Svs5
ENSMUSG00000001999,ENSG00000106605,BLVRA,1,Blvra
ENSMUSG00000092985,,,,Mir378b
ENSMUSG00000085246,,,,Gm15893
ENSMUSG00000084411,,,,Gm11510
ENSMUSG00000087574,,,,C030037D09Rik
ENSMUSG00000085646,,,,Gm11493
ENSMUSG00000018428,ENSG00000121057,AKAP1,1,Akap1
ENSMUSG00000017002,ENSG00000124107,SLPI,1,Slpi
ENSMUSG00000098597,,,,Mir6418
ENSMUSG00000090873,,,,Gm17112
ENSMUSG00000013698,ENSG00000162734,PEA15,1,Pea15a
ENSMUSG00000029712,ENSG00000077080,ACTL6B,1,Actl6b
ENSMUSG00000098489,,,,Mir7678
ENSMUSG00000075256,ENSG00000188452,CERKL,1,Cerkl
ENSMUSG00000110087,,,,Gm45309
ENSMUSG00000033533,ENSG00000166743,ACSM1,1,Acsm1
ENSMUSG00000061815,ENSG00000188282,RUFY4,1,Rufy4
ENSMUSG00000029716,ENSG00000106327,TFR2,1,Tfr2
ENSMUSG00000088915,ENSG00000200840,RNU6-82P,0,Gm22606
ENSMUSG00000081284,,,,Gm13673
ENSMUSG00000034701,ENSG00000162992,NEUROD1,1,Neurod1
ENSMUSG00000020620,ENSG00000141338,ABCA8,1,Abca8b
ENSMUSG00000034906,ENSG00000121152,NCAPH,1,Ncaph
ENSMUSG00000109093,,,,Gm39079
ENSMUSG00000026180,ENSG00000180871,CXCR2,1,Cxcr2
ENSMUSG00000108884,,,,Gm45792
ENSMUSG00000006599,ENSG00000110768,GTF2H1,1,Gtf2h1
ENSMUSG00000007122,ENSG00000143318,CASQ1,1,Casq1
ENSMUSG00000048480,ENSG00000180871,CXCR2,0,Cxcr1
ENSMUSG00000087820,,,,Mir1928
ENSMUSG00000092085,,,,Gm17224
ENSMUSG00000118939,,,,Gm25524
ENSMUSG00000047026,ENSG00000215009,ACSM4,1,Acsm4
ENSMUSG00000052726,ENSG00000162687,KCNT2,1,Kcnt2
ENSMUSG00000074825,ENSG00000198885,ITPRIPL1,1,Itpripl1
ENSMUSG00000027194,ENSG00000052841,TTC17,1,Ttc17
ENSMUSG00000087298,,,,Gm9392
ENSMUSG00000109663,,,,Gm5331
ENSMUSG00000030942,ENSG00000066654,THUMPD1,1,Thumpd1
ENSMUSG00000036634,ENSG00000105695,MAG,1,Mag
ENSMUSG00000037221,ENSG00000106330,MOSPD3,1,Mospd3
ENSMUSG00000009079,ENSG00000182944,EWSR1,1,Ewsr1
ENSMUSG00000087386,,,,Gm15637
ENSMUSG00000102698,,,,Gm37777
ENSMUSG00000102368,,,,4930590L20Rik
ENSMUSG00000013936,ENSG00000111245,MYL2,1,Myl2
ENSMUSG00000102500,,,,Gm37371
ENSMUSG00000095238,,,,Gm4845
ENSMUSG00000033740,ENSG00000147488,ST18,1,St18
ENSMUSG00000044145,,,,1810024B03Rik
ENSMUSG00000081476,,,,Itpa-ps1
ENSMUSG00000045464,,,,2810002D19Rik
ENSMUSG00000016995,ENSG00000124159,MATN4,1,Matn4
ENSMUSG00000043036,,,,Ccdc63
ENSMUSG00000109233,,,,Gm44866
ENSMUSG00000108546,,,,Gm44662
ENSMUSG00000100153,,,,Ppp1ccb
ENSMUSG00000109404,,,,Gm19963
ENSMUSG00000108915,,,,Gm44966
ENSMUSG00000030986,ENSG00000089876,DHX32,1,Dhx32
ENSMUSG00000038828,ENSG00000119777,TMEM214,1,Tmem214
ENSMUSG00000027193,ENSG00000166181,API5,1,Api5
ENSMUSG00002076416,,,,
ENSMUSG00000017007,ENSG00000124232,RBPJL,1,Rbpjl
ENSMUSG00000092399,,,,4930556N13Rik
ENSMUSG00000065012,ENSG00000200887,RNU6-598P,0,Gm23507
ENSMUSG00000065012,ENSG00000202070,RNU6-1175P,0,Gm23507
ENSMUSG00000087338,,,,Scpep1os
ENSMUSG00000085629,,,,Gm11697
ENSMUSG00000083204,,,,Gm13788
ENSMUSG00000000278,ENSG00000121064,SCPEP1,1,Scpep1
ENSMUSG00000077678,,,,Gm24318
ENSMUSG00000087069,,,,Gm13793
ENSMUSG00000119846,,,,Gm26396
ENSMUSG00000084906,,,,Gm13794
ENSMUSG00000081757,,,,Gm13798
ENSMUSG00000056978,,,,Hamp2
ENSMUSG00000083846,,,,Gm13797
ENSMUSG00000087537,,,,Gm13799
ENSMUSG00000107086,,,,Gm43808
ENSMUSG00000017009,ENSG00000124145,SDC4,1,Sdc4
ENSMUSG00000029165,ENSG00000084693,AGBL5,1,Agbl5
ENSMUSG00000108352,,,,Usf2-ps1
ENSMUSG00000081431,,,,Gm15483
ENSMUSG00000109635,,,,Gm45670
ENSMUSG00000057534,ENSG00000103363,ELOB,0,Elobl
ENSMUSG00000050440,ENSG00000105697,HAMP,1,Hamp
ENSMUSG00000104258,,,,Gm37175
ENSMUSG00000082327,,,,Gm13801
ENSMUSG00000033983,ENSG00000121058,COIL,1,Coil
ENSMUSG00000050587,ENSG00000148948,LRRC4C,1,Lrrc4c
ENSMUSG00000030688,ENSG00000214530,STARD10,1,Stard10
ENSMUSG00000091061,,,,4930445B16Rik
ENSMUSG00000003660,ENSG00000144028,SNRNP200,1,Snrnp200
ENSMUSG00000081766,,,,2210409E12Rik
ENSMUSG00000085152,,,,Gm11496
ENSMUSG00000034175,ENSG00000100263,RHBDD3,1,Rhbdd3
ENSMUSG00000092364,,,,Gm20476
ENSMUSG00000110099,,,,Gm45344
ENSMUSG00000110239,,,,Gm45620
ENSMUSG00000053111,ENSG00000203780,FANK1,1,Fank1
ENSMUSG00000091288,,,,Gm17075
ENSMUSG00000090449,,,,Gm17076
